4.000000000000000083e-02,0.000000000000000000e+00
1.395796610169491414e+00,0.000000000000000000e+00
2.751593220338982793e+00,0.000000000000000000e+00
4.107389830508473949e+00,0.000000000000000000e+00
5.463186440677965550e+00,2.000000000000000000e+00
6.818983050847457150e+00,2.000000000000000000e+00
8.174779661016946974e+00,7.000000000000000000e+00
9.530576271186438575e+00,1.200000000000000000e+01
1.088637288135593018e+01,1.500000000000000000e+01
1.224216949152542178e+01,7.000000000000000000e+00
1.359796610169491338e+01,1.700000000000000000e+01
1.495376271186440498e+01,1.100000000000000000e+01
1.630955932203389480e+01,6.000000000000000000e+00
1.766535593220338640e+01,1.000000000000000000e+00
1.902115254237287800e+01,4.000000000000000000e+00
2.037694915254236960e+01,0.000000000000000000e+00
2.173274576271186120e+01,0.000000000000000000e+00
2.308854237288135280e+01,0.000000000000000000e+00
2.444433898305084440e+01,0.000000000000000000e+00
2.580013559322033601e+01,0.000000000000000000e+00
2.715593220338982761e+01,0.000000000000000000e+00
2.851172881355931921e+01,0.000000000000000000e+00
2.986752542372881081e+01,0.000000000000000000e+00
3.122332203389830241e+01,1.000000000000000000e+00
3.257911864406779046e+01,4.000000000000000000e+00
3.393491525423728206e+01,1.200000000000000000e+01
3.529071186440677366e+01,1.100000000000000000e+01
3.664650847457626526e+01,2.300000000000000000e+01
3.800230508474575686e+01,2.100000000000000000e+01
3.935810169491524846e+01,7.000000000000000000e+00
4.071389830508474006e+01,8.000000000000000000e+00
4.206969491525423166e+01,7.000000000000000000e+00
4.342549152542372326e+01,3.000000000000000000e+00
4.478128813559321486e+01,0.000000000000000000e+00
4.613708474576270646e+01,1.000000000000000000e+00
4.749288135593219806e+01,0.000000000000000000e+00
4.884867796610168966e+01,0.000000000000000000e+00
5.020447457627118126e+01,0.000000000000000000e+00
5.156027118644067286e+01,0.000000000000000000e+00
5.291606779661016446e+01,0.000000000000000000e+00
5.427186440677965606e+01,0.000000000000000000e+00
5.562766101694914767e+01,0.000000000000000000e+00
5.698345762711863927e+01,6.000000000000000000e+00
5.833925423728813087e+01,8.000000000000000000e+00
5.969505084745762247e+01,9.000000000000000000e+00
6.105084745762711407e+01,1.500000000000000000e+01
